18.794,49.936,44.26,44.7,30.952,33.565,33.152,53.038,31.042,26.846,37.089,28.874,14.303,50.053,17.022,7.9185,13.906,54.223,12.579,54.547,24.425,13.594,42.781,35.874,38.593,17.389,19.047,98.178,24.542,12.672,56.728,5.9342,33.674,33.571,46.926,36.23,12.443,33.563,29.732,14.765,19.99,49.291,39.83,11.597,17.984,27.75,32.184,79.948,29.198,26.74,31.265,102.05,24.174,43.34,45.069,50.515,38.044,0,27.716,11.585,19.469,7.4094,46.316,53.318,7.7088,23.018,34.358,1.0253e+05
19.305,51.552,45.143,45.971,31.96,34.474,34.226,55.241,32.074,27.841,38.817,30.436,14.716,51.628,17.633,8.6745,14.371,55.715,13.195,55.921,24.932,13.97,43.713,37.284,39.842,18.18,19.459,99.726,25.117,13.215,57.913,6.2783,34.559,34.49,47.908,37.088,12.781,34.802,30.57,15.377,20.635,50.322,46.66,11.896,18.477,28.383,33.039,82.619,30.117,27.595,32.332,104.24,24.844,44.082,46.077,51.85,40.753,0,28.347,11.962,20.379,7.7961,47.869,54.655,8.157,23.506,35.514,1.0595e+05
18.736,49.876,43.872,44.074,30.583,33.253,32.829,53.046,30.681,26.52,36.961,28.619,14.115,49.824,16.766,7.6118,13.719,53.73,12.397,54.216,24.269,13.387,42.561,35.463,38.087,17.104,18.825,97.683,24.174,12.506,56.896,5.8154,33.15,33.433,46.581,36.119,12.36,32.441,29.734,14.686,19.741,48.986,26.548,11.442,17.762,27.41,32.009,79.381,28.985,26.507,30.828,101.52,24.038,43.039,44.632,50.185,37.467,0,27.504,11.429,19.105,7.2812,45.708,52.943,7.5937,22.877,34.054,1.0164e+05
18.981,50.269,44.368,44.779,31.063,33.619,33.287,53.015,31.141,26.899,37.664,29.292,14.317,50.267,17.069,7.9374,13.923,54.39,12.645,54.62,24.63,13.603,42.98,36.138,38.849,17.594,19.095,98.478,24.54,12.774,57.292,5.9539,33.776,33.719,47.086,36.421,12.508,33.833,30.029,14.951,19.916,49.616,41.531,11.555,18.106,27.662,32.491,80.384,29.444,26.954,31.414,102.08,24.348,43.424,45.219,50.683,39.037,0,27.786,11.63,19.552,7.4347,46.489,53.435,7.7537,23.113,34.475,1.0309e+05
19.03,50.618,44.504,45.114,31.119,33.774,33.497,53.76,31.455,27.177,37.834,29.575,14.395,50.505,17.114,8.0703,13.982,54.669,12.703,55.131,24.722,13.651,43.013,36.646,39.053,17.746,19.188,98.893,24.653,12.858,57.517,6.0115,34.116,33.897,47.276,36.549,12.544,33.924,30.127,15.097,20.047,49.695,39.138,11.612,18.114,27.895,32.488,80.866,29.627,27.114,31.52,102.61,24.48,43.509,45.473,50.957,39.241,0,27.797,11.735,19.799,7.5212,47.068,53.808,7.8147,23.131,34.691,1.0378e+05
18.673,49.601,43.831,43.826,30.269,33.087,32.794,52.144,30.607,26.264,36.792,28.546,14.018,49.416,16.707,7.5141,13.601,53.501,12.198,54.094,24.216,13.321,42.441,35.494,38.022,17.176,18.823,97.806,24.075,12.417,56.884,5.7558,33.446,33.224,46.494,35.949,12.285,32.669,29.652,14.729,19.469,49.045,30.999,11.358,17.744,27.373,32.049,78.765,28.801,26.317,30.565,101.18,23.987,42.794,44.547,50.122,37.326,0,27.323,11.407,19.254,7.206,45.579,52.646,7.454,22.802,33.839,1.0118e+05
18.62,49.154,43.81,43.418,30.143,32.871,32.537,51.887,30.394,26.094,36.348,28.028,13.914,48.987,16.579,7.3098,13.517,53.274,12.083,53.482,24.153,13.241,42.322,35.276,37.641,17.004,18.78,97.394,23.906,12.307,56.554,5.6743,33.039,32.97,46.418,35.892,12.181,32.714,29.545,14.608,19.194,48.976,34.914,11.242,17.606,27.133,32.107,78.105,28.733,26.283,30.385,100.55,23.839,42.654,44.318,49.864,37.051,0,27.201,11.352,19.149,7.1187,45.307,52.238,7.3727,22.741,33.459,1.0058e+05
18.664,49.404,43.918,43.51,30.169,33.008,32.514,52.703,30.528,26.225,36.557,28.509,13.94,49.485,16.587,7.3534,13.559,53.378,12.145,54.098,24.321,13.31,42.45,35.365,37.683,17.175,18.849,97.667,24.032,12.41,56.901,5.7004,33.222,33.101,46.403,36.239,12.189,33.19,29.785,14.745,19.268,49.135,38.765,11.281,17.725,27.327,32.157,78.527,28.767,26.289,30.635,100.85,24.002,42.889,44.519,50.089,37.425,0,27.339,11.42,19.3,7.1946,45.671,52.48,7.4197,22.824,33.737,1.0083e+05
19.558,52.438,45.759,46.679,31.977,34.872,34.498,56.042,32.757,28.188,39.727,31.41,14.867,52.474,17.867,8.952,14.525,56.177,13.354,57.13,25.433,14.121,44.182,37.877,40.381,18.871,19.805,100.8,25.538,13.536,59.38,6.3857,35.342,34.726,48.632,37.828,12.862,35.951,31.186,15.92,20.625,51.12,55.345,11.875,18.827,28.73,33.724,83.837,30.63,28.022,32.87,105.07,25.365,44.482,46.836,52.577,42.92,0,28.611,12.193,21.201,7.9902,49.129,54.884,8.2795,23.818,36.055,1.0778e+05
20.258,55.003,47.036,48.943,33.23,36.285,35.947,58.886,34.352,29.634,42.368,33.663,15.509,55.263,18.781,10.211,15.203,58.349,14.3,59.475,26.222,14.641,45.434,39.81,42.246,19.988,20.322,103.22,26.528,14.316,61.532,6.906,36.997,36.147,50.066,39.064,13.307,36.906,32.192,16.827,21.614,52.462,52.675,12.296,19.468,29.659,34.786,88.018,31.972,29.237,34.346,108.46,26.41,45.591,48.407,54.532,46.951,0,29.492,12.728,22.562,8.578,51.618,56.811,8.9706,24.471,37.913,1.1284e+05
19.901,53.948,46.147,47.658,32.28,35.504,34.829,57.7,33.403,28.713,41.429,32.678,15.084,54.072,18.223,9.4802,14.783,57.098,13.797,58.094,25.77,14.216,44.738,38.427,41.138,19.252,19.812,101.87,25.846,13.894,60.932,6.6144,36.066,35.488,49.134,38.362,13.032,34.838,31.554,16.387,21.018,51.436,32.844,11.973,19.052,28.998,34.294,86.161,31.305,28.591,33.253,107.01,25.87,44.74,47.308,53.565,45.108,0,28.913,12.284,21.722,8.2129,49.959,55.364,8.5774,24.095,36.893,1.1011e+05
20.717,55.987,47.503,50.161,33.943,36.916,36.171,59.935,35.137,30.297,43.767,35.13,15.833,56.392,19.123,10.734,15.5,59.356,14.849,60.127,26.761,14.899,46.095,40.739,43.201,20.685,20.582,104.25,27.041,14.818,62.752,7.1467,37.716,36.803,50.94,39.535,13.536,37.681,32.624,17.3,21.919,53.038,54.572,12.482,19.897,29.915,35.743,90.223,33.034,30.22,35.15,110.21,26.965,46.031,49.138,55.484,49.945,0,29.849,12.943,23.178,8.841,52.743,57.214,9.233,24.883,38.79,1.1559e+05
20.777,56.746,47.614,50.669,33.956,37.179,36.278,60.184,35.627,30.7,44.442,35.79,15.964,56.867,19.199,10.99,15.611,59.666,15.06,61.029,26.973,14.987,46.23,41.357,43.691,21.013,20.657,104.8,27.287,14.965,63.422,7.2527,38.362,37.115,51.076,39.587,13.616,37.328,32.837,17.564,22.228,53.025,44.034,12.605,20.026,30.155,35.883,91.197,33.318,30.449,35.383,111.04,27.203,46.168,49.525,55.979,50.257,0,29.867,13.079,23.43,8.9927,53.382,57.699,9.3553,24.953,39.284,1.1643e+05
