0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,-0,91.39,-0,97390,93,-0,0,-0,0
0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,-0,-0,0,0,33964,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,-0,0,-0,0,0,0,0,-0,-0,0,0,0,-0,0,0,0,-0,0,-0,0,0,0,-0,0,-0,0,-0,0,-0,-0,-0,66031,-0,-0,-0,-0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,91.39,0,31691,186,0,0,104.11,0
0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,0,-0,-0,-0,0,99466,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,-0,-0,-0,0,0,0,0,-0,-0,0,0,0,-0,0,0,0,-0,-0,-0,0,0,0,-0,-0,-0,0,-0,0,-0,-0,-0,441.68,93,-0,-0,-0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10185,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,-0,-0,-0,0,-0,-0,-0,-0,0
0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,0,-0,-0,-0,0,89762,0,0,0,-0,0,0,0,0,0,-0,-0,0,-0,0,-0,0,0,-0,5820,-0,-0,0,0,0,0,-0,-0,0,0,0,-0,0,0,0,-0,3710,-0,0,0,0,0,-0,-0,0,-0,0,0,91.39,0,220.84,279,117.23,0,0,0
0,0,0,0,0,0,-0,0,0,0,-0,-0,0,0,0,0,-0,-0,-0,0,80058,0,0,0,-0,0,-0,0,0,0,-0,-0,0,-0,0,-0,0,0,0,16005,-0,-0,0,0,0,0,-0,-0,0,0,0,-0,0,0,0,-0,3710,-0,-0,0,0,0,-0,-0,0,-0,0,0,0,0,110.42,0,117.23,0,0,0
-0,0,0,0,0,0,-0,0,0,0,-0,-0,0,0,0,0,-0,-0,-0,0,82484,0,-0,0,-0,-0,-0,-0,0,0,-0,-0,0,-0,0,-0,0,0,-0,8730,-0,-0,0,0,0,0,-0,-0,0,0,0,-0,0,0,0,-0,7420,-0,-0,0,0,730,-0,-0,0,-0,0,0,0,0,331.26,186,117.23,0,0,0
-0,0,0,0,0,0,-0,0,0,0,-0,-0,0,0,0,0,-0,-0,-0,0,84910,0,-0,0,-0,-0,-0,-0,0,0,-0,-0,0,-0,0,-0,0,0,-0,2910,-0,-0,0,-0,0,0,-0,-0,0,0,0,-0,-0,0,0,-0,11130,-0,-0,0,0,0,-0,-0,0,-0,0,0,91.39,0,772.94,186,0,0,0,0
-0,0,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,0,0,0,0,75206,0,-0,0,0,0,0,0,-0,0,0,0,0,-0,-0,0,0,0,0,13095,-0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,11130,-0,-0,0,0,0,0,0,0,0,0,0,365.56,0,110.42,93,0,0,0,0
