18.67,100,1.013834202,0.6791733925
49.5,100,1.114005928,1.28665345
43.9,100,1.146181654,1.273857268
44.2,100,1.084071588,1.288878188
30.77,100,1.007430861,1.074283876
33.25,100,1.092119768,1.158339417
32.8,100,0.8736426158,0.07387032266
52.32,100,1.244183416,0.9185114282
30.64,100,1.148733973,0.9450210862
26.63,100,0.9190195932,0.8395676518
36.6,100,1.150260185,0.6088536667
28.47,100,1.279836531,0.1750275152	
14.16,100,0.9606376285,0.8966677264
49.49,100,1.177411943,1.250090592
16.8,100,0.9813770415,1.021336159
7.65,100,1.334975058,0.96520646
13.8,100,0.9396663311,0.02307541586
53.82,100,1.084466002,0.08503788351
12.43,100,0.9467366245,0.1185418552
53.8,100,1.163767027,0.9897448607
24.26,100,1.170481064,0.007335025278
13.5,100,0.9510813594,0.9765175841
42.48,100,1.069283093,0.6673742775
35.54,100,1.203294865,1.676619016
37.87,100,1.113517995,0.1275490058
17.1,100,1.170682615,0.6272651288
18.86,100,1.061479498,0.6098186703
97.59,100,1.146081607,0.6293705954
24.21,100,1.127903186,0.8594848706
12.52,100,1.11852904,0.9634680718
56.46,100,1.310375829,0.4891917561
5.83,100,1.065821846,0.09020439445
33.1,100,1.229019422,1.641753949
33.35,100,1.013702303,0.4799187559
46.5,100,1.102672293,0.8202521316
35.95,100,1.229864753,0.4356550159
12.33,100,1.059230089,1.023228464
33.21,100,1.07198403,1.141022849
29.45,100,1.178057312,0.089066068
14.55,100,1.188147646,0.01676068081
19.76,100,0.8130565283,0.1142011891
48.93,100,1.140796494,0.0419779184
39.65,100,0.965026362,2.912657196
11.49,100,0.8435974821,0.789616742
17.83,100,1.070451512,1.015895127
27.53,100,1.05218018,0.9026051065
31.87,100,1.165392742,0.09255038369
79.2,100,1.029506679,0.08379979205
28.93,100,1.089286937,1.263424244
26.52,100,1.057703815,1.332356128
30.97,100,1.02539581,0.8365166326
101.46,100,1.095933366,0.05929128569
23.95,100,1.202324812,0.7943631457
43.08,100,1.159552377,1.007643372
44.72,100,1.129712219,1.113679719
50.12,100,1.127526477,0.05233238502
37.1,100,1.329197771,0.1696680642
32.23,100,0,0.2498221743
27.5,100,0.9967166979,0.5525723937
11.46,100,1.058264998,0.8315892033
19.25,100,1.330525451,1.078884854
7.3,100,1.169865306,0.01365731335
45.67,100,1.138505052,0.1855582676
53,100,0.9189016842,0.04038469234
7.59,100,0.8698759859,1.062387779
22.87,100,1.093231384,0.0287330852
34,100,1.035188311,1.025715154
255,1,1.034459623,0.00000002439507308
91.39,1,1.055745715,0.00000002442191504
156.8,1,1.004928197,0.0004531143639
110.42,1,1.091569048,0.000000008788765473
93,1,1.079647431,0.0005468412286
117.23,1,1.033451101,0.0000001657449177
90.8,1,1.050269281,0.00000003712070764
104.11,1,1.039947981,0.0004523085561
101248.78,1,1.094985905,0.00000003091171492
